Shelter ID,name,email,phone,url,website,mission_statement,photos,distance,address.address1,address.address2,address.city,address.state,address.postcode,address.country,hours.monday,hours.tuesday,hours.wednesday,hours.thursday,hours.friday,hours.saturday,hours.sunday,adoption.policy,adoption.url,social_media.facebook,social_media.twitter,social_media.youtube,social_media.instagram,social_media.pinterest,_links.self.href,_links.animals.href
TX2377,Texoma Dog Ranch,texomadogcoordinator@gmail.com,(903) 271-0207,https://www.petfinder.com/member/us/tx/denison/texoma-dog-ranch-tx2377/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.texomadogrescue.com,Texoma Dog Ranch is a rescue &amp; shelter located in the heart of Lake Texoma. Our mission is to rescue...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49153/1/?bust=1580937441&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49153/1/?bust=1580937441&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49153/1/?bust=1580937441&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49153/1/?bust=1580937441'}]",,,,Denison,TX,75021,US,9-4,9-4,9-4,9-4,9-4,9-4,9-4,"texomadogcoordinator@gmail.com for adoption application and information/questions
We have dogs in Denison, Killeen, New Caney and San Antonio but we can...",https://www.texomadogrescue.com,https://www.facebook.com/TexomaDogRanch/,,,https://www.instagram.com/texoma_dog_ranch/,,/v2/organizations/tx2377,/v2/animals?organization=tx2377
TX881,Greyhounds Unlimited,info@greyhoundsunlimited.org,(972) 503-4739,https://www.petfinder.com/member/us/tx/dallas/greyhounds-unlimited-tx881/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Greyhounds Unlimited was founded in 1991 in Fort Worth, Texas by Hope Combest and several dedicated volunteers. As with most...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/2/?bust=1511999663&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/2/?bust=1511999663&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/2/?bust=1511999663&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/2/?bust=1511999663'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/1/?bust=1499118831&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/1/?bust=1499118831&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/1/?bust=1499118831&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38626/1/?bust=1499118831'}]",,P.O. Box 703967,,Dallas,TX,75370,US,,,,,,,,"Greyhounds Unlimited considers applicants mainly in Texas, within a large radius of the Dallas/Ft.Worth area. Those outside this area will...",,,,,,,/v2/organizations/tx881,/v2/animals?organization=tx881
TX86,Weimaraner Rescue of Texas,bark@WeimRescueTexas.org,(972) 994-3572,https://www.petfinder.com/member/us/tx/dallas/weimaraner-rescue-of-texas-tx86/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.weimrescuetexas.org,"Weimaraner Rescue of Texas, Inc. is an all-volunteer 501(c)(3), non-profit, charitable organization.

Since 1989, our small group of volunteers has...",[],,4347 W Northwest Highway,"Suite 130,  Box 184",Dallas,TX,75220,US,,,,,,,,,,https://www.facebook.com/WeimaranerRescueofTexas/,,,,,/v2/organizations/tx86,/v2/animals?organization=tx86
TX93,Denton Humane Society,dhsofficemanager@aol.com,(940) 382-7387,https://www.petfinder.com/member/us/tx/denton/denton-humane-society-tx93/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38656/1/?bust=1511999696&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38656/1/?bust=1511999696&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38656/1/?bust=1511999696&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38656/1/?bust=1511999696'}]",,,,Denton,TX,76205,US,,,,,,,,,,,,,,,/v2/organizations/tx93,/v2/animals?organization=tx93
TX2366,Pet Lives Matter 2,leepetlivesmatter2@gmail.com,(214) 334-9308,https://www.petfinder.com/member/us/tx/cumby/pet-lives-matter-2-tx2366/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,,,Cumby,TX,75433,US,,,,,,,,,,https://www.facebook.com/lee.martin.10,,,,,/v2/organizations/tx2366,/v2/animals?organization=tx2366
TX1282,All Border Collie Rescue,allbordercollierescue@gmail.com,,https://www.petfinder.com/member/us/tx/the-woodlands/all-border-collie-rescue-tx1282/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.allbordercollierescue.com/available-dogs,"All Border Collie Rescue is a not for profit volunteer rescue organization dedicated to rescue, rehabilitation and rehoming Border Collies...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37966/1/?bust=1511997529&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37966/1/?bust=1511997529&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37966/1/?bust=1511997529&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/37966/1/?bust=1511997529'}]",,P.O. Box 130251,,The Woodlands,TX,77382,US,,,,,,,,,https://www.allbordercollierescue.com/adoption-application,https://www.facebook.com/allbordercollierescue/,,,,,/v2/organizations/tx1282,/v2/animals?organization=tx1282
TX1551,Canine Karma Rescue,caninekarmarescue@gmail.com,,https://www.petfinder.com/member/us/tx/whitewright/canine-karma-rescue-tx1551/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Canine Karma Rescue is a small, non-profit, all breed rescue group in North Texas. We are committed to caring for...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41179/2/?bust=1682094705&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41179/2/?bust=1682094705&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41179/2/?bust=1682094705&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41179/2/?bust=1682094705'}]",,,,Whitewright,TX,75491,US,,,,,,,,All of our animals stay in a home environment and because of this we can answer most questions about the...,https://www.shelterluv.com/matchme/adopt/CKR/Dog,https://facebook.com/caninekarmarescues,,,https://instagram.com/caninekarmarescue,,/v2/organizations/tx1551,/v2/animals?organization=tx1551
TX2421,Schnauzer Ranch and Friends Texas Inc,sraftxinc@gmail.com,(940) 391-7701,https://www.petfinder.com/member/us/tx/sanger/schnauzer-ranch-and-friends-texas-inc-tx2421/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Schnauzer Ranch &amp; Friends Inc. 
81-1978423
Statement of Proposed Operations for Public Foundation

The sole purpose of this foundation shall...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49640/1/?bust=1612410121&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49640/1/?bust=1612410121&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49640/1/?bust=1612410121&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49640/1/?bust=1612410121'}]",,,,Sanger,TX,76266,US,,,,,,,,"To apply for one of our dogs , you will need to respond to the  Petfinder  link for that dog...",,https://www.facebook.com/groups/657126924784067/,,,https://www.instagram.com/schnauzerranchand/,,/v2/organizations/tx2421,/v2/animals?organization=tx2421
TX318,Animal Refuge Foundation,martha@arfhouse.org,903-564-7056,https://www.petfinder.com/member/us/tx/sherman/animal-refuge-foundation-tx318/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38273/1/?bust=1500491686&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38273/1/?bust=1500491686&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38273/1/?bust=1500491686&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38273/1/?bust=1500491686'}]",,3377 Spalding Road,,Sherman,TX,75092,US,,,,,,,,,,,,,,,/v2/organizations/tx318,/v2/animals?organization=tx318
TX1619,"Texas Sporting Breed Rescue, Inc.",info@retrieveafriend.org,(940) 453-6894,https://www.petfinder.com/member/us/tx/denton/texas-sporting-breed-rescue-inc-tx1619/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.retrieveafriend.org,"The mission of Texas Sporting Breed Rescue, Inc. (TSBR) is to provide for the welfare, shelter, and adoption of lost,...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41492/1/?bust=1511997872&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41492/1/?bust=1511997872&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41492/1/?bust=1511997872&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/41492/1/?bust=1511997872'}]",,,,Denton,TX,76205,US,,,,,,,,,http://www.retrieveafriend.org/adopt,http://www.facebook.com/TexasSportingBreedRescue,https://twitter.com/retrieveafriend,,http://instagram.com/retrieveafriend,,/v2/organizations/tx1619,/v2/animals?organization=tx1619
TX2734,Hope Rescue Ranch,hoperescueranch@gmail.com,(430) 272-0943,https://www.petfinder.com/member/us/tx/mabank/hope-rescue-ranch-tx2734/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://Hoperescueranch.org,At Hope Rescue Ranch we provide a loving and safe environment for street animals to be welcomed for vetting and...,[],,,,Mabank,TX,75147,US,,,,,,,,,,https://www.facebook.com/HopeRescueRanch/,,,,,/v2/organizations/tx2734,/v2/animals?organization=tx2734
OK10,Small Paws Rescue Inc.,adoptionspf@smallpawsrescue.org,,https://www.petfinder.com/member/us/ok/tulsa/small-paws-rescue-inc-ok10/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,,,Tulsa,OK,74107,US,,,,,,,,,https://smallpawsrescue.org/pre-adoption-application/,,,,,,/v2/organizations/ok10,/v2/animals?organization=ok10
TX2792,Murdock's Mission,hello@murdocksmission.org,(682) 233-5811,https://www.petfinder.com/member/us/tx/fort-worth/murdocks-mission-tx2792/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.murdocksmission.org,"To rescue, rehab, and rehome animals in need, providing them with love, care, and a second chance at a happy,...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53618/1/?bust=1702422377&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53618/1/?bust=1702422377&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53618/1/?bust=1702422377&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/53618/1/?bust=1702422377'}]",,,,Fort Worth,TX,76110,US,,,,,,,,We collect an application. and after we verify work/references we ask adopters to facetime with us. Then we schedule a...,https://www.shelterluv.com/matchme/adopt/MMFW/Cat,https://www.facebook.com/murdocks.missiontx,,,https://www.instagram.com/murdocks_mission/,,/v2/organizations/tx2792,/v2/animals?organization=tx2792
TX2858,Cockrell Hill Animal Shelter,cware@cockrell-hill.tx.us,(469) 781-0566,https://www.petfinder.com/member/us/tx/cockrell-hill/cockrell-hill-animal-shelter-tx2858/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"The City of Cockrell Hill, TX provides temporary shelter for pets found within city limits. Our goal is to get...",[],,4125 W. Clarendon Dr.,,Cockrell Hill,TX,75211,US,8-3,8-3,8-3,8-3,8-3,,,,,https://www.facebook.com/profile.php?id=61559714482060,,,,,/v2/organizations/tx2858,/v2/animals?organization=tx2858
TX860,Sachse Animal Shelter,toneal@cityofsachse.com,(972) 495-2271 ext. 157,https://www.petfinder.com/member/us/tx/sachse/sachse-animal-shelter-tx860/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,[],,6436 Sachse Rd.,,Sachse,TX,75048,US,,,,,,,,,,,,,,,/v2/organizations/tx860,/v2/animals?organization=tx860
TX2648,Kindred Spirits Dog Sanctuary & Rescue,kindredspiritsdogrescue@gmail.com,(214) 952-0750,https://www.petfinder.com/member/us/tx/springtown/kindred-spirits-dog-sanctuary-and-rescue-tx2648/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.kindredspiritsdogrescue.org,"Kindred Spirits Dog Sanctuary &amp; Rescue is a 501c3 rescue in Texas dedicated to saving, protecting, providing care for &amp;...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52352/1/?bust=1663627061&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52352/1/?bust=1663627061&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52352/1/?bust=1663627061&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52352/1/?bust=1663627061'}]",,,,Springtown,TX,76082,US,,,,,,,,,,https://www.facebook.com/KindredSpiritsDogRescue,,,,,/v2/organizations/tx2648,/v2/animals?organization=tx2648
TX2032,CoPilot Animal Rescue,copilotanimalrescue@gmail.com,(425) 502-0421,https://www.petfinder.com/member/us/tx/sanger/copilot-animal-rescue-tx2032/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.copilotanimalrescue.org,"CoPilot Animal Rescue is a 501c3 animal rescue dedicated to the prevention of cruelty to animals, providing a safe haven...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/1/?bust=1555444348&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/1/?bust=1555444348&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/1/?bust=1555444348&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/1/?bust=1555444348'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/3/?bust=1555444516&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/3/?bust=1555444516&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/3/?bust=1555444516&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/3/?bust=1555444516'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/4/?bust=1555444516&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/4/?bust=1555444516&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/4/?bust=1555444516&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/45598/4/?bust=1555444516'}]",,,,Sanger,TX,76266,US,,,,,,,,"Nonbreeding, pet-only (including livestock) homes. 


If you&#039;d like to visit CAR, please contact Sarah first to make an appointment. You...",,https://www.facebook.com/copilotanimalrescue,,,https://www.instagram.com/copilotanimalrescue,,/v2/organizations/tx2032,/v2/animals?organization=tx2032
TX2919,"Sunshine Acres Animal Sanctuary, Inc.",michele@sunshineacresanimalsanctuary.org,(469) 952-1192,https://www.petfinder.com/member/us/tx/royse-city/sunshine-acres-animal-sanctuary-inc-tx2919/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,"Since inception, Sunshine Acres Animal Sanctuary, Inc. has been a safe haven for unwanted pets and livestock. SAAS, is a...",[],,,,Royse City,TX,75189,US,,,,,,,,We require that everyone who is interested in adopting a specific animal fill out an application for adoption. We do...,https://acrobat.adobe.com/id/urn:aaid:sc:US:7f095793-641a-4bcd-a5cf-416e71c5b82f,https://www.facebook.com/SunshineAcresAnimalSanctuaryInc/,,,,,/v2/organizations/tx2919,/v2/animals?organization=tx2919
TX2436,IF by Innergy,steph@ifdogs.org,,https://www.petfinder.com/member/us/tx/dallas/if-by-innergy-tx2436/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.ifdogs.org,"Mission
Our mission is to combat the abuse and abandonment of dogs and lack of animal welfare awareness in our...","[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/1/?bust=1583701372&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/1/?bust=1583701372&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/1/?bust=1583701372&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/1/?bust=1583701372'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/2/?bust=1587519768&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/2/?bust=1587519768&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/2/?bust=1587519768&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/2/?bust=1587519768'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/3/?bust=1654315860&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/3/?bust=1654315860&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/3/?bust=1654315860&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/3/?bust=1654315860'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/4/?bust=1654315877&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/4/?bust=1654315877&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/4/?bust=1654315877&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/4/?bust=1654315877'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/5/?bust=1654315898&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/5/?bust=1654315898&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/5/?bust=1654315898&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/5/?bust=1654315898'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/6/?bust=1654315922&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/6/?bust=1654315922&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/6/?bust=1654315922&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/49883/6/?bust=1654315922'}]",,,,Dallas,TX,75204,US,,,,,,,,"Welcome to our Doggie adoption process. 
1: Fill out the application. 
2: Set Up Meet &amp; Greet
3: Home Visit...",https://www.ifdogs.org/adoption-application,https://facebook.com/IFRESCUEDOGS,,,,,/v2/organizations/tx2436,/v2/animals?organization=tx2436
TX1348,Lucy's Lost Loved Ones,debdean@sbcglobal.net,,https://www.petfinder.com/member/us/tx/fort-worth/lucys-lost-loved-ones-tx1348/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.LucysLostLovedOnes.org,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38015/1/?bust=1548269432&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38015/1/?bust=1548269432&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38015/1/?bust=1548269432&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/38015/1/?bust=1548269432'}]",,,,Fort Worth,TX,76111,US,,,,,,,,,https://lucyslostlovedones.org/lucy/adopt/,https://www.facebook.com/Lucys-Lost-Loved-Ones-362558370487494/,,,,,/v2/organizations/tx1348,/v2/animals?organization=tx1348
TX2681,Second Chance Rescue group,2ndchancerescuegroup@gmail.com,(817) 308-2590,https://www.petfinder.com/member/us/tx/denton/second-chance-rescue-group-tx2681/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,,,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/2/?bust=1674857322&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/2/?bust=1674857322&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/2/?bust=1674857322&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/2/?bust=1674857322'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/1/?bust=1674857285&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/1/?bust=1674857285&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/1/?bust=1674857285&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/1/?bust=1674857285'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/3/?bust=1674857350&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/3/?bust=1674857350&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/3/?bust=1674857350&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/3/?bust=1674857350'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/4/?bust=1674857376&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/4/?bust=1674857376&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/4/?bust=1674857376&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/4/?bust=1674857376'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/5/?bust=1674857407&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/5/?bust=1674857407&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/5/?bust=1674857407&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/52684/5/?bust=1674857407'}]",,,,Denton,TX,76210,US,,,,,,,,"Dogs and cats looking for their forever home in the Denton, Texas area! We do require applications filled out prior...",,https://www.facebook.com/Second-Chance-Rescue-Group-108653741904752/,,,,,/v2/organizations/tx2681,/v2/animals?organization=tx2681
TX1741,Lone Star Doberman Rescue,LoneStarDobermanRescue@gmail.com,,https://www.petfinder.com/member/us/tx/benbrook/lone-star-doberman-rescue-tx1741/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,http://www.lonestardobermans.org,We are an all-volunteer network of Doberman lovers across Texas. We allow adopters an foster homes within 6 hours of...,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/1/?bust=1509634299&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/1/?bust=1509634299&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/1/?bust=1509634299&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/1/?bust=1509634299'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/2/?bust=1511998106&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/2/?bust=1511998106&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/2/?bust=1511998106&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/42889/2/?bust=1511998106'}]",,,,Benbrook,TX,76126,US,,,,,,,,"Adoption eligibility information and processes can be found here:
https://www.lonestardobermans.org/education",https://form.jotform.com/LSDR2012/lone-star-doberman-rescue-,,,,,,/v2/organizations/tx1741,/v2/animals?organization=tx1741
CA2840,The Pawerful Rescue,thepawerfulrescue@gmail.com,,https://www.petfinder.com/member/us/ca/los-angeles/the-pawerful-rescue-ca2840/?referrer_id=deda927d-98bb-4575-a310-15e501c37943,https://www.thepawerfulrescue.com,The Pawerful Rescue is a nonprofit animal rescue that rescues the ones that needs the most rescuing. Rescue. Rehabilitate. Rehome.,"[{'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/4/?bust=1664556856&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/4/?bust=1664556856&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/4/?bust=1664556856&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/4/?bust=1664556856'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/2/?bust=1604978557&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/2/?bust=1604978557&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/2/?bust=1604978557&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/2/?bust=1604978557'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/3/?bust=1604978557&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/3/?bust=1604978557&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/3/?bust=1604978557&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/3/?bust=1604978557'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/5/?bust=1604978558&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/5/?bust=1604978558&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/5/?bust=1604978558&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/5/?bust=1604978558'}, {'small': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/6/?bust=1604978559&width=100', 'medium': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/6/?bust=1604978559&width=300', 'large': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/6/?bust=1604978559&width=600', 'full': 'https://dl5zpyw5k3jeb.cloudfront.net/organization-photos/50588/6/?bust=1604978559'}]",,,,Los Angeles,CA,90025,US,,,,,,,,"-Adoption Application
-Phone Call to see if it could potentially be a good fit.
-Walk-through of home.
-Meet and Greet...",https://thepawerfulrescue.typeform.com/to/NzFlJ89j?typeform-source=admin.typeform.com,https://www.facebook.com/thepawerfulrescue,,,https://www.instagram.com/thepawerfulrescue/?hl=en,,/v2/organizations/ca2840,/v2/animals?organization=ca2840
