Animal ID,Animal Name,Animal Type,Primary Color,Secondary Color,Sex,DOB,Intake Date,Intake Condition,Intake Type,Intake Subtype,Reason for Intake,Outcome Date,Crossing,Jurisdiction,Outcome Type,Outcome Subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A692304,*JUNO,DOG,WHITE,,Neutered,2021-01-22,2023-03-19,NORMAL,RETURN,ADOPTION,OTHER PET,2023-06-08,"300 BLK WISCONSIN AVE, LONG BEACH, CA 90814",LONG BEACH,ADOPTION,WEB,33.7682648,-118.1615211,Alive on Intake,False,1,"33.7682648, -118.1615211"
A628272,DUKE,DOG,BROWN,,Neutered,2009-06-14,2019-06-14,NORMAL,STRAY,OTC,,2019-06-14,"4600 BLK E 2ND ST, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,MICROCHIP,33.7619317,-118.1394004,Alive on Intake,False,1,"33.7619317, -118.1394004"
A638527,DONATO,DOG,BROWN,,Neutered,2013-01-13,2020-01-13,NORMAL,STRAY,FIELD,,2020-01-16,"300 BLOCK E OSGOOD ST, LB, CA 90805",LONG BEACH,RETURN TO OWNER,WEB,33.8623705,-118.189741,Alive on Intake,False,1,"33.8623705, -118.189741"
A611988,,DOG,BROWN,WHITE,Male,2015-08-01,2018-08-01,NORMAL,STRAY,FIELD,,2018-08-07,"E 5TH ST / LONG BEACH BLVD, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7726357,-118.1894652,Alive on Intake,False,1,"33.7726357, -118.1894652"
A593011,*CANE,DOG,GRAY,WHITE,Neutered,2012-07-06,2017-07-06,NORMAL,STRAY,OTC,,2017-07-19,"E 60TH ST / CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,,33.8642274,-118.1686415,Alive on Intake,False,1,"33.8642274, -118.1686415"
A669975,TOMMY,DOG,GRAY,,Male,2013-02-03,2022-01-31,NORMAL,OWNER SURRENDER,,,2022-02-05,"300 CHESTNUT AVE, LONG BEACH, CA 90802",LONG BEACH,TRANSFER,SPCALA,33.7705147,-118.1963808,Alive on Intake,False,1,"33.7705147, -118.1963808"
A728237,*BONAIRE,DOG,BLACK,,Neutered,2023-11-06,2024-09-06,ILL MILD,STRAY,FIELD,,2024-09-13,4600 BLK LONG BEACH BLVD,LONG BEACH,ADOPTION,WEB,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A676720,MATTEO THOMAS ELLIOT,DOG,WHITE,TRICOLOR,Male,,2022-06-04,NORMAL,STRAY,OTC,,2022-06-04,"E 63RD ST / CALIFORNIA AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8691395,-118.1810886,Alive on Intake,False,1,"33.8691395, -118.1810886"
A584136,,DOG,WHITE,GRAY,Male,2014-01-05,2017-01-05,NORMAL,STRAY,OTC,,2017-01-19,"300 E 51ST ST, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8485903,-118.1897679,Alive on Intake,False,1,"33.8485903, -118.1897679"
A593343,,DOG,BLACK,WHITE,Female,2010-07-12,2017-07-12,NORMAL,STRAY,OTC,,2017-07-16,"E 7TH ST / FEDERATION DR, LONG BEACH, CA 90814",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7753289,-118.1341109,Alive on Intake,True,0,"33.7753289, -118.1341109"
A592052,TUCKER,DOG,TAN,WHITE,Neutered,2014-06-17,2017-06-17,INJURED  SEVERE,OWNER SURRENDER,FIELD,INJURED,2017-06-17,"300 E 59TH ST, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,INJ SEVERE,33.8617058,-118.1898614,Alive on Intake,True,0,"33.8617058, -118.1898614"
A503701,STAR,DOG,BLONDE,WHITE,Spayed,2010-03-04,2017-11-03,NORMAL,OWNER SURRENDER,OTC,UNKNOWN,2017-12-01,"300 E 65TH ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8726072,-118.1967566,Alive on Intake,False,1,"33.8726072, -118.1967566"
A729987,*JUMANJI,DOG,BR BRINDLE,TAN,Neutered,2023-12-11,2024-10-11,NORMAL,STRAY,OTC,,2024-12-06,4600 BLK LONG BEACH BLVD LONG BEACH CA 90805,LONG BEACH,EUTHANASIA,BEH SEVERE,33.84221280000001,-118.1911276,Alive on Intake,True,0,"33.84221280000001, -118.1911276"
A698611,NEWT,DOG,WHITE,CREAM,Male,2020-05-11,2023-08-13,NORMAL,STRAY,OTC,,2023-08-16,4600 BLK LONG BEACH BLVD LONG BEACH CA 90805,LONG BEACH,RETURN TO OWNER,WALKIN,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A616701,,DOG,BROWN,,Male,2017-10-26,2018-10-26,NORMAL,STRAY,OTC,,2018-11-01,"E 7TH ST / N BELLFLOWER BLVD, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7752695,-118.121357,Alive on Intake,False,1,"33.7752695, -118.121357"
A710535,*TUNA,DOG,BLACK,WHITE,Neutered,2021-11-14,2023-11-14,NORMAL,STRAY,FIELD,,2024-01-17,"300 E BORT ST, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8703372,-118.1967147,Alive on Intake,False,1,"33.8703372, -118.1967147"
A717679,PAPA,DOG,TAN,,Neutered,2023-10-25,2024-03-25,NORMAL,QUARANTINE,,,2024-05-01,"4600 BLK LONG BEACH BLVD, LB 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A601611,MIDNIGHT,DOG,BLACK,,Male,2015-12-31,2017-12-31,NORMAL,STRAY,FIELD,,2018-01-03,"E 7TH ST / OHIO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7753449,-118.1600601,Alive on Intake,False,1,"33.7753449, -118.1600601"
A610674,,DOG,WHITE,,Female,2018-02-06,2018-07-06,NORMAL,STRAY,OTC,,2018-07-12,"E 7TH ST / REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7753436,-118.1524284,Alive on Intake,False,1,"33.7753436, -118.1524284"
A630581,,DOG,TAN,GOLD,Male,2017-07-25,2019-07-25,NORMAL,STRAY,OTC,,2019-07-31,"E 7TH ST / ROSE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7753433,-118.1698386,Alive on Intake,False,1,"33.7753433, -118.1698386"
A611029,*PINKY,DOG,TAN,WHITE,Female,2015-07-13,2018-07-13,NORMAL,STRAY,FIELD,,2018-07-24,"E 7TH ST / ROSWELL AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,SPCALA,33.7753392,-118.1437395,Alive on Intake,False,1,"33.7753392, -118.1437395"
A650256,*NIKE,DOG,BL BRINDLE,,Neutered,2015-10-18,2020-10-18,NORMAL,STRAY,FIELD,,2020-12-13,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A586563,BAILEY AKA BUDDY,DOG,BLACK,TAN,Neutered,2013-03-04,2017-03-04,NORMAL,STRAY,OTC,,2017-03-10,"E 7TH ST / XIMENO AVE, LONG BEACH, CA 90804",LONG BEACH,ADOPTION,,33.77533,-118.1415517,Alive on Intake,False,1,"33.77533, -118.1415517"
A596955,*ALLISON,DOG,WHITE,,Spayed,2014-09-12,2017-09-12,NORMAL,STRAY,FIELD,,2017-10-13,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,EUTHANASIA,ILL SEVERE,33.84221280000001,-118.1911276,Alive on Intake,True,0,"33.84221280000001, -118.1911276"
A598872,JUNIOR,DOG,BLACK,,Male,2012-10-17,2017-10-17,NORMAL,STRAY,FIELD,,2017-10-18,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A607482,,DOG,TRICOLOR,,Male,2018-03-11,2018-05-11,NORMAL,STRAY,OTC,,2018-05-17,"E 8TH ST / CORONADO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7771652,-118.1535011,Alive on Intake,False,1,"33.7771652, -118.1535011"
A622243,*ZUMA,DOG,BROWN,WHITE,Female,2011-02-22,2019-05-17,NORMAL,STRAY,OTC,,2019-05-29,"E ANAHEIM ST / JUNIPERO AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.78261,-118.1633084,Alive on Intake,False,1,"33.78261, -118.1633084"
A642351,ROCKY,DOG,BLACK,WHITE,Female,2018-05-02,2020-05-02,NORMAL,STRAY,OTC,,2020-05-06,"300 E MARKET ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8543014,-118.189831,Alive on Intake,False,1,"33.8543014, -118.189831"
A687431,HONEY,DOG,TAN,,Spayed,2021-10-25,2022-10-25,INJURED  SEVERE,STRAY,FIELD,,2022-10-30,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A635637,,DOG,FAWN,,Female,2018-11-03,2019-11-03,ILL MODERATETE,STRAY,OTC,,2019-11-03,"300 E OSGOOD ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,33.8623705,-118.189741,Alive on Intake,False,1,"33.8623705, -118.189741"
A707026,PUPPY1,DOG,BROWN,BLACK,Male,2023-07-17,2023-09-17,ILL MILD,STRAY,OTC,,2023-09-18,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A634096,,DOG,BROWN,WHITE,Female,2014-09-25,2019-09-25,NORMAL,STRAY,OTC,,2019-10-01,"E ANAHEIM ST / ORANGE AVE, LONG BEACH, CA 90813",LONG BEACH,TRANSFER,SPCALA,33.7826053,-118.1763478,Alive on Intake,False,1,"33.7826053, -118.1763478"
A598813,HERCULES,DOG,BLUE,TAN,Male,2014-10-15,2017-10-15,NORMAL,OWNER SURRENDER,OTC,,2017-10-28,"300 E PLYMOUTH ST, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OTHER RESC,33.8531219,-118.1896656,Alive on Intake,False,1,"33.8531219, -118.1896656"
A601865,*FATHER TIME,DOG,WHITE,BLACK,Male,2012-01-06,2018-01-06,NORMAL,STRAY,OTC,,2018-01-12,"E ANAHEIM ST / REDONDO AVE, LONG BEACH, CA 90804",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7826022,-118.1524112,Alive on Intake,True,0,"33.7826022, -118.1524112"
A588543,BRUNO,DOG,FAWN,,Neutered,2012-04-13,2017-04-19,NORMAL,OWNER SURRENDER,OTC,TOO BIG,2017-04-23,"300 E POPPY ST, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8679596,-118.1911548,Alive on Intake,False,1,"33.8679596, -118.1911548"
A586037,SOPHIE,DOG,BLACK,,Spayed,2007-02-25,2017-02-19,BEHAVIOR  MILD,STRAY,FIELD,,2017-03-01,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A592962,RICKY,DOG,BLACK,,Male,2003-07-06,2018-10-28,NORMAL,STRAY,OTC,,2018-10-28,"E ANAHEIM ST / TERMINO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.782595,-118.145883,Alive on Intake,False,1,"33.782595, -118.145883"
A603456,,DOG,BLACK,WHITE,Female,2017-11-05,2018-02-05,NORMAL,STRAY,FIELD,,2018-02-11,"4600 BLK LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A637086,RIFLE,DOG,TAN,BLACK,Neutered,2018-12-05,2022-03-29,NORMAL,STRAY,OTC,,2022-03-29,"E ANAHEIM ST / WALNUT AVE, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7825993,-118.172007,Alive on Intake,False,1,"33.7825993, -118.172007"
A648253,HUMPHREY,DOG,DAPPLE,,Male,2020-06-03,2020-09-03,ILL SEVERE,OWNER SURRENDER,FIELD,,2020-09-04,"4600 BLK MICHIGAN AVE, SOUTH GATE, CA 90280",OUT OF AREA,RESCUE,LIVELOVE,33.9399342,-118.191072,Alive on Intake,False,1,"33.9399342, -118.191072"
A643061,*PIXIE DUST,DOG,BROWN,WHITE,Female,2016-05-24,2020-05-24,NORMAL,STRAY,FIELD,,2020-06-02,"4600 BLK N BANNER DR, LONG BEACH, CA 90807",LONG BEACH,RESCUE,LIVELOVE,33.8425849,-118.1747001,Alive on Intake,False,1,"33.8425849, -118.1747001"
A628229,,DOG,BROWN,,Female,2019-02-13,2019-06-13,NORMAL,STRAY,OTC,,2019-06-19,"E ANAHEIM ST /TEMPLE AVE, LONG BEACH, CA 90804",LONG BEACH,TRANSFER,SPCALA,33.7825967,-118.158947,Alive on Intake,False,1,"33.7825967, -118.158947"
A630584,*CAPTAIN,DOG,CREAM,WHITE,Male,2011-08-22,2019-07-25,INJURED  MODERATE,STRAY,FIELD,,2019-09-29,"4600 BLK N VIRGINIA RD, LONG BEACH, CA 90807",LONG BEACH,RESCUE,AHM4EVER,33.8388381,-118.196271,Alive on Intake,False,1,"33.8388381, -118.196271"
A624343,ELWAY,DOG,WHITE,,Male,2018-04-06,2019-04-06,INJURED  MILD,STRAY,FIELD,,2019-04-07,"E ANAHIEM ST / OBISPO AVE, LONG BEACH, CA 90804",LONG BEACH,RETURN TO OWNER,WALKIN,33.7826031,-118.1545828,Alive on Intake,False,1,"33.7826031, -118.1545828"
A605624,HARLEY,DOG,LIVER,WHITE,Male,2016-03-31,2018-03-31,NORMAL,STRAY,FIELD,,2018-04-06,"4600 BLK N VIRGINIA RD, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8388381,-118.196271,Alive on Intake,False,1,"33.8388381, -118.196271"
A650083,RILEY,DOG,CREAM,,Spayed,2020-05-14,2020-10-14,NORMAL,STRAY,OTC,,2020-10-21,"4600 BLK ORANGE AVE, LONG BEACH, CA 90807",LONG BEACH,FOSTER TO ADOPT,,33.8415609,-118.1763193,Alive on Intake,False,1,"33.8415609, -118.1763193"
A626619,BEAR,DOG,BROWN,,Neutered,2018-11-18,2019-05-18,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2019-06-08,"300 MAGNOLIA AVE, LONG BEACH, CA 90802",LONG BEACH,ADOPTION,WALKIN,33.7705019,-118.1980721,Alive on Intake,False,1,"33.7705019, -118.1980721"
A596136,*CAMERON,DOG,BLACK,WHITE,Male,2013-08-28,2017-08-28,NORMAL,STRAY,FIELD,,2017-09-03,"E APPIAN WAY / E COLORADO ST, LONG BEACH, CA 90814",LONG BEACH,TRANSFER,SPCALA,33.7698834,-118.1344116,Alive on Intake,False,1,"33.7698834, -118.1344116"
A606022,BABY,DOG,BLACK,WHITE,Male,2017-06-09,2018-04-09,NORMAL,CONFISCATE,CRUELTY,,2018-04-14,"300 MOLINO AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.7681145,-118.1606091,Alive on Intake,False,1,"33.7681145, -118.1606091"
A691071,JR,DOG,BLACK,,Neutered,2017-12-27,2023-06-09,NORMAL,WELFARE SEIZED,HOSPITAL,,2023-06-14,4600 BLK PACIFIC COAST HWY,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7867179,-118.139789,Alive on Intake,False,1,"33.7867179, -118.139789"
A619841,*NORMAN,DOG,BLACK,BROWN,Male,2018-01-05,2019-01-05,NORMAL,STRAY,FIELD,,2019-01-19,"E ARTESIA BLVD / BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.8742137,-118.1969244,Alive on Intake,False,1,"33.8742137, -118.1969244"
A616890,,DOG,BLACK,BROWN,Female,2018-07-01,2018-10-31,NORMAL,STRAY,OTC,,2018-11-07,"E ARTESIA BLVD / CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.8745978,-118.1685667,Alive on Intake,False,1,"33.8745978, -118.1685667"
A600108,VALE,DOG,BROWN,WHITE,Male,2016-11-16,2017-11-15,NORMAL,STRAY,OTC,,2017-11-16,"E ARTESIA BLVD / CHERRY AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8745978,-118.1685667,Alive on Intake,False,1,"33.8745978, -118.1685667"
A617300,*SMOKEY,DOG,GRAY,,Neutered,2009-11-07,2018-11-07,NORMAL,STRAY,FIELD,,2018-12-27,"4600 BLK RIO AVE, LONG BEACH, CA 90805",LONG BEACH,RESCUE,LIVELOVE,33.8421396,-118.1937563,Alive on Intake,False,1,"33.8421396, -118.1937563"
A591552,*KIMBERLY,DOG,BLACK,TAN,Female,2015-06-08,2017-06-08,NORMAL,STRAY,OTC,,2017-06-21,"E BARRIOS ST / N STUDEBAKER RD, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.8068478,-118.0994337,Alive on Intake,False,1,"33.8068478, -118.0994337"
A727081,RAIDER,DOG,BLACK,WHITE,Male,2022-08-18,2024-08-18,NORMAL,STRAY,OTC,,2024-08-18,"4600 BLOCK LCD, LONG BEACH CA",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7700504,-118.1937395,Alive on Intake,False,1,"33.7700504, -118.1937395"
A626235,DAVEY,DOG,BROWN,WHITE,Neutered,2014-05-11,2019-05-11,NORMAL,STRAY,OTC,,2019-05-12,"E BIXBY RD / LONG BEACH BLVD, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WALKIN,33.8267019,-118.1893439,Alive on Intake,False,1,"33.8267019, -118.1893439"
A635550,MONKEY,DOG,WHITE,BROWN,Male,2018-11-01,2019-11-01,NORMAL,STRAY,FIELD,,2019-11-02,"300 N JADE COVE DR, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.7670817,-118.1136623,Alive on Intake,False,1,"33.7670817, -118.1136623"
A500918,MAGO,DOG,BROWN,,Male,2006-03-01,2017-12-24,NORMAL,STRAY,OTC,,2017-12-28,"E BORT ST / BUTLER AVE, LONG BEACH, CA 90805",LONG BEACH,RETURN TO OWNER,WALKIN,33.8706281,-118.1969341,Alive on Intake,False,1,"33.8706281, -118.1969341"
A606221,SKY,DOG,TAN,WHITE,Female,2015-04-13,2018-04-13,INJURED  MILD,STRAY,FIELD,,2018-04-18,"300 ORLENA AVE, LONG BEACH, CA 90814",LONG BEACH,RETURN TO OWNER,WALKIN,33.769888,-118.1306913,Alive on Intake,False,1,"33.769888, -118.1306913"
A568889,WALLY,DOG,BLACK,WHITE,Neutered,2015-03-12,2019-05-28,NORMAL,SAFE KEEP,OWNER DIED,,2019-06-09,"4600 E CERVATO ST, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7949178,-118.1387799,Alive on Intake,False,1,"33.7949178, -118.1387799"
A625826,ACE,DOG,BLACK,BROWN,Male,2016-05-04,2019-05-04,NORMAL,STRAY,OTC,,2019-05-04,"E BROADWAY / CHERRY AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,WALKIN,33.7672856,-118.1678962,Alive on Intake,False,1,"33.7672856, -118.1678962"
A620473,IGGY BOWIE,DOG,BROWN,BLACK,Neutered,2013-01-19,2019-04-21,NORMAL,STRAY,OTC,,2019-04-22,"E BROADWAY / CHERRY AVE, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7672856,-118.1678962,Alive on Intake,False,1,"33.7672856, -118.1678962"
A599002,JUNIOR,DOG,TRICOLOR,,Neutered,2015-10-19,2017-10-19,NORMAL,STRAY,OTC,,2017-10-19,"E BROADWAY / GRAND AVE, LONG BEACH, CA 90803",LONG BEACH,RETURN TO OWNER,WALKIN,33.7644498,-118.1480894,Alive on Intake,False,1,"33.7644498, -118.1480894"
A589863,*ROSE,DOG,WHITE,TAN,Spayed,2009-05-07,2017-05-07,NORMAL,STRAY,OTC,,2017-06-17,"E BROADWAY / REDONDO AVE, LONG BEACH, CA 90803",LONG BEACH,ADOPTION,SPCALA,33.76444,-118.1524463,Alive on Intake,False,1,"33.76444, -118.1524463"
A671761,*DUKE,DOG,WHITE,BROWN,Neutered,2018-03-16,2022-03-16,NORMAL,STRAY,OTC,,2022-04-30,"4600 GOLDFIELD AVE, LONG BEACH, CA 90807",LONG BEACH,ADOPTION,WEB,33.8413916,-118.1730593,Alive on Intake,False,1,"33.8413916, -118.1730593"
A679417,*ANTONIO,DOG,BLACK,BROWN,Neutered,2021-11-22,2022-07-10,NORMAL,STRAY,OTC,TOO BIG,2023-01-01,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A644334,*ROCKET,DOG,BLUE,WHITE,Neutered,2015-06-24,2020-06-24,NORMAL,STRAY,FIELD,,2020-08-02,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,WEB,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A587350,*WINSTON,DOG,WHITE,,Neutered,2015-03-21,2017-03-21,INJURED  MILD,STRAY,FIELD,,2017-03-31,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,ADOPTION,SOCIAL MED,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A737569,*SPROUT,DOG,TAN,,Male,2023-03-04,2025-03-02,NORMAL,STRAY,OTC,,2025-03-09,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,RESCUE,OUTRCHPAWS,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A586021,*ANGUS,DOG,BLACK,BR BRINDLE,Male,2012-02-19,2017-02-19,NORMAL,STRAY,FIELD,,2017-03-16,"300 TEMPLE AVE, LONG BEACH, CA 90814",LONG BEACH,RESCUE,LIVELOVE,33.7682329,-118.1586802,Alive on Intake,False,1,"33.7682329, -118.1586802"
A663914,*HAZELNUT,DOG,BLACK,WHITE,Female,2017-09-17,2021-09-17,NORMAL,STRAY,OTC,,2021-09-24,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A596643,GIDGET,DOG,WHITE,TAN,Spayed,2015-09-07,2017-09-07,NORMAL,STRAY,OTC,,2017-09-07,"E CARSON ST / CLARK AVE, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8323679,-118.1338539,Alive on Intake,False,1,"33.8323679, -118.1338539"
A601311,,DOG,WHITE,,Male,2016-12-22,2017-12-22,NORMAL,STRAY,FIELD,,2017-12-28,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A601312,,DOG,WHITE,,Male,2017-03-22,2017-12-22,NORMAL,STRAY,FIELD,,2017-12-28,"4600 LONG BEACH BLVD, LONG BEACH, CA 90805",LONG BEACH,TRANSFER,SPCALA,33.84221280000001,-118.1911276,Alive on Intake,False,1,"33.84221280000001, -118.1911276"
A595535,*TESSA,DOG,BLACK,BROWN,Female,2016-08-18,2017-08-18,NORMAL,STRAY,OTC,,2017-08-24,"E CARSON ST / I-605, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,33.83207460000001,-118.1848151,Alive on Intake,False,1,"33.83207460000001, -118.1848151"
A620639,CHILI,DOG,WHITE,TAN,Male,2006-01-23,2019-01-21,NORMAL,STRAY,FIELD,,2019-01-23,"4600 N VIRGINIA RD, LONG BEACH, CA 90807",LONG BEACH,RETURN TO OWNER,WEB,33.8388381,-118.196271,Alive on Intake,False,1,"33.8388381, -118.196271"
A634473,*DUKE,DOG,BROWN,WHITE,Male,2017-10-02,2019-10-02,NORMAL,STRAY,OTC,,2019-10-09,"E CARSON ST / I-605, LONG BEACH, CA 90808",LONG BEACH,RESCUE,IRVINE ACC,33.83207460000001,-118.1848151,Alive on Intake,False,1,"33.83207460000001, -118.1848151"
A605390,*SHEP,DOG,BLACK,TAN,Neutered,2014-03-27,2018-03-27,BEHAVIOR  MODERATE,STRAY,OTC,,2018-05-25,"E CARSON ST / LINDEN AVE, LONG BEACH, CA 90807",LONG BEACH,RESCUE,ARK9CHARIT,33.8317538,-118.1864484,Alive on Intake,False,1,"33.8317538, -118.1864484"
A629218,BELLA,DOG,BLUE BRIND,,Spayed,2017-07-02,2020-02-05,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,AGG PEOPLE,2020-05-26,"300 W 4TH ST, LONG BEACH, CA 90802",LONG BEACH,RESCUE,LIVELOVE,33.7717154,-118.1950828,Alive on Intake,False,1,"33.7717154, -118.1950828"
A592650,*MONTANA,DOG,BLACK,WHITE,Neutered,2016-06-29,2017-06-29,NORMAL,STRAY,OTC,,2017-07-16,"E CARSON ST / N BELLFLOWER BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,SPCALA,33.8323621,-118.1250933,Alive on Intake,False,1,"33.8323621, -118.1250933"
A622392,SPARROW,DOG,TAN,WHITE,Spayed,2013-02-25,2019-02-23,NORMAL,STRAY,FIELD,,2019-02-23,"300 W 6TH ST, LONG BEACH, CA 90802",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7741217,-118.195073,Alive on Intake,False,1,"33.7741217, -118.195073"
A613034,*SNOWFLAKE,DOG,WHITE,,Spayed,2017-08-18,2018-08-18,NORMAL,STRAY,OTC,,2018-08-31,"E CARSON ST / N BELLFLOWER BLVD, LONG BEACH, CA 90808",LONG BEACH,ADOPTION,WALKIN,33.8323621,-118.1250933,Alive on Intake,False,1,"33.8323621, -118.1250933"
A592293,,DOG,WHITE,BROWN,Male,2014-06-22,2017-06-22,NORMAL,STRAY,OTC,,2017-06-28,"E CARSON ST / N STUDEBAKER RD, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,33.8195755,-118.0991913,Alive on Intake,False,1,"33.8195755, -118.0991913"
A553940,COBY,DOG,WHITE,TAN,Neutered,2013-08-06,2022-02-03,NORMAL,STRAY,OTC,,2022-02-04,"E CARSON ST / N STUDEBAKER RD, LONG BEACH, CA 90808",LONG BEACH,RETURN TO OWNER,WALKIN,33.8195755,-118.0991913,Alive on Intake,False,1,"33.8195755, -118.0991913"
A585414,*BELLE,DOG,BLACK,WHITE,Female,2015-02-04,2017-02-04,NORMAL,STRAY,OTC,,2017-02-10,"E CARSON ST / PALO VERDE AVE, LONG BEACH, CA 90808",LONG BEACH,TRANSFER,SPCALA,33.8321936,-118.1078304,Alive on Intake,False,1,"33.8321936, -118.1078304"
