animal_id,animal_name,animal_type,primary_color,secondary_color,sex,dob,intake_date,intake_cond,intake_type,intake_subtype,reason,outcome_date,crossing,jurisdiction,outcome_type,outcome_subtype,latitude,longitude,intake_is_dead,outcome_is_dead,was_outcome_alive,geopoint
A697065,*DOUGH,CAT,BLACK,WHITE,Female,2023-03-20,2023-04-20,NORMAL,STRAY,OTC,,2023-05-10,2300 BLK LINDEN AVE LB 90806,LONG BEACH,ADOPTION,,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A697068,*CRUTON,CAT,SEAL PT,,Female,2023-03-20,2023-04-20,NORMAL,STRAY,OTC,,2023-04-28,2300 BLK LINDEN AVE LB 90806,LONG BEACH,ADOPTION,,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A669901,*LINDEN9,CAT,BRN TABBY,,Spayed,2021-01-31,2022-01-30,NORMAL,"TRAP, NEUTER, RETURN",,,2022-02-01,"2300 BLK LINDEN AVE, LONG BEACH CA 90806",LONG BEACH,"TRAP, NEUTER, RELEASE",,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A662039,*LINDEN3,CAT,BLACK,,Neutered,,2021-08-22,NORMAL,"TRAP, NEUTER, RETURN",,,2021-08-24,"2300 BLK LINDEN AVE, LONG BEACH, CA 90801",LONG BEACH,"TRAP, NEUTER, RELEASE",,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A662397,*LINDEN7,CAT,BLACK,WHITE,Spayed,2021-10-16,2022-01-16,NORMAL,"TRAP, NEUTER, RETURN",,,2022-01-18,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,"TRAP, NEUTER, RELEASE",,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A590101,,CAT,GRAY,WHITE,Female,2017-04-11,2017-05-11,UNDER AGE/WEIGHT,STRAY,OTC,,2017-05-24,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,FNDANIFOUN,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A669901,*LINDEN9,CAT,BRN TABBY,,Spayed,2021-01-31,2022-01-30,NORMAL,RETURN,,,2022-02-04,"2300 BLK LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A692597,LILY,CAT,BLACK,,Spayed,2022-12-28,2023-01-28,ILL MILD,STRAY,OTC,,2023-01-29,"2300 BLK LINDEN BLK, LONG BEACH, CA 90806",LONG BEACH,RESCUE,CATPAWS,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A639050,*DILLON,DOG,WHITE,BROWN,Male,2016-01-26,2020-01-26,INJURED  MODERATE,STRAY,OTC,,2020-02-08,"2300 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,LIVELOVE,33.7989404,-118.1905437,Alive on Intake,FALSE,1,"{'lon': -118.1905437, 'lat': 33.7989404}"
A592890,WOLFIE,DOG,BLUE,,Male,2014-07-03,2019-03-24,BEHAVIOR  MODERATE,STRAY,FIELD,,2019-03-30,"2300 BLK LOCUST AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7989404,-118.1905437,Alive on Intake,FALSE,1,"{'lon': -118.1905437, 'lat': 33.7989404}"
A717115,BENNY,RABBIT,BROWN,BLACK,Neutered,2023-07-15,2024-03-15,NORMAL,OWNER SURRENDER,OTC,GIFT,2024-03-17,2300 BLK LONG BEACH BLVD LONG BEACH CA 90806,LONG BEACH,RESCUE,RABBITRES,33.7991449,-118.1890617,Alive on Intake,FALSE,1,"{'lon': -118.1890617, 'lat': 33.7991449}"
A418767,YELLOW,DOG,GOLD,,Male,2008-11-13,2020-12-09,NORMAL,STRAY,FIELD,,2020-12-09,"2300 BLK LONG BEACH BLVD, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,FRE RID HM,33.7991449,-118.1890617,Alive on Intake,FALSE,1,"{'lon': -118.1890617, 'lat': 33.7991449}"
A671087,PANDA,DOG,BLACK,WHITE,Spayed,2018-02-27,2022-02-27,BEHAVIOR  MODERATE,OWNER SURRENDER,OTC,CHILD PROB,2023-03-26,"2300 BLK MAGNOLIA AVE, LONG BEACH, CA 90806",LONG BEACH,RESCUE,WOOF PROJE,33.7989516,-118.1979026,Alive on Intake,FALSE,1,"{'lon': -118.1979026, 'lat': 33.7989516}"
A713318,*LIL'PEK*,BIRD,BLACK,WHITE,Male,,2024-01-15,NORMAL,STRAY,ABAN FIELD,,2024-01-18,"2300 BLK MARTIN LUTHER KING BLVD, LONG BEACH CA",LONG BEACH,TRANSFER,OTHER RESC,33.799059,-118.1804684,Alive on Intake,FALSE,1,"{'lon': -118.1804684, 'lat': 33.799059}"
A710576,*GINGER,CAT,ORG TABBY,WHITE,Male,2023-10-15,2023-11-15,UNDER AGE/WEIGHT,STRAY,OTC,,2023-12-21,"2300 BLK MARTIN LUTHER KING JR AVE. LONG BEACH, CA 90806",LONG BEACH,TRANSFER,SPCALA,33.799059,-118.1804684,Alive on Intake,FALSE,1,"{'lon': -118.1804684, 'lat': 33.799059}"
A586226,,CAT,BLACK,WHITE,Female,2014-02-23,2017-02-23,NORMAL,STRAY,OTC,,2017-03-01,"2300 BLK MONTAIR AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.799187,-118.1261433,Alive on Intake,FALSE,1,"{'lon': -118.1261433, 'lat': 33.799187}"
A725684,,WILD,BLACK,WHITE,Unknown,2021-07-27,2024-07-27,INJURED  MODERATE,WILDLIFE,FIELD,,2024-07-27,2300 BLK MYRTLE AVE,LONG BEACH,EUTHANASIA,INJ SEVERE,33.798941,-118.1817676,Alive on Intake,TRUE,0,"{'lon': -118.1817676, 'lat': 33.798941}"
A703956,*KYLIE,DOG,BLACK,,Spayed,2016-07-30,2023-07-30,NORMAL,STRAY,OTC,,2023-08-24,2300 BLK OLIVE AVE LONG BEACH CA 90806,LONG BEACH,ADOPTION,WEB,33.7989453,-118.1828505,Alive on Intake,FALSE,1,"{'lon': -118.1828505, 'lat': 33.7989453}"
A613190,SUGGA,DOG,WHITE,BLACK,Female,2018-04-20,2025-03-26,NORMAL,STRAY,FIELD,,2025-03-26,2300 BLK OLIVE AVE. LONG BEACH CA 90806,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.798956,-118.1828628,Alive on Intake,FALSE,1,"{'lon': -118.1828628, 'lat': 33.798956}"
A689560,,CAT,ORANGE,,Unknown,2022-11-03,2022-11-29,ILL SEVERE,STRAY,OTC,,2022-11-29,"2300 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,ON SCENE,33.7992675,-118.1934016,Alive on Intake,TRUE,0,"{'lon': -118.1934016, 'lat': 33.7992675}"
A689360,,CAT,WHITE,,Unknown,2022-11-21,2022-11-24,UNDER AGE/WEIGHT,STRAY,OTC,,2022-11-24,"2300 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,DISPOSAL,ACS DISPO,33.7992675,-118.1934016,Alive on Intake,FALSE,1,"{'lon': -118.1934016, 'lat': 33.7992675}"
A689492,,CAT,GRAY,,Male,2022-11-22,2022-11-27,UNDER AGE/WEIGHT,STRAY,OTC,,2022-11-28,"2300 BLK PACIFIC AVE, LONG BEACH, CA 90806",LONG BEACH,DIED,IN FOSTER,33.7992675,-118.1934016,Alive on Intake,TRUE,0,"{'lon': -118.1934016, 'lat': 33.7992675}"
A700453,*FAMOUS AMOS,CAT,TRICOLOR,,Neutered,2023-05-09,2023-06-09,UNDER AGE/WEIGHT,STRAY,OTC,,2023-06-21,"2300 BLK PALO VERDE AVE. LONG BEACH, CA 90815",LONG BEACH,ADOPTION,,33.7982917,-118.1079243,Alive on Intake,FALSE,1,"{'lon': -118.1079243, 'lat': 33.7982917}"
A729208,SOGGY PANTS,REPTILE,GREEN,,Female,2019-10-02,2024-10-02,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2024-10-16,2300 BLK PARK AVE LONG BEACH CA 90815,LONG BEACH,RESCUE,,33.7997198,-118.1376591,Alive on Intake,FALSE,1,"{'lon': -118.1376591, 'lat': 33.7997198}"
A727284,*STEVE,CAT,ORANGE,,Neutered,2019-08-22,2024-08-22,ILL SEVERE,STRAY,FIELD,,2024-09-13,2300 BLK PINE AVE,LONG BEACH,COMMUNITY CAT,,33.7991087,-118.192376,Alive on Intake,FALSE,1,"{'lon': -118.192376, 'lat': 33.7991087}"
A611547,*ZOE,DOG,WHITE,BLACK,Female,2016-07-25,2018-07-25,NORMAL,STRAY,FIELD,,2018-08-25,"2300 BLK PINE AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,,33.7990908,-118.1923788,Alive on Intake,FALSE,1,"{'lon': -118.1923788, 'lat': 33.7990908}"
A628598,,BIRD,GRAY,BLACK,Unknown,2018-06-20,2019-06-20,INJURED  SEVERE,WILDLIFE,FIELD,,2019-06-20,"2300 BLK ROSWELL AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7997061,-118.1433996,Alive on Intake,FALSE,1,"{'lon': -118.1433996, 'lat': 33.7997061}"
A660108,SOPHIE,DOG,BLACK,WHITE,Spayed,2015-07-10,2021-07-08,NORMAL,STRAY,FIELD,,2021-07-17,"2300 BLK SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,RETURN TO OWNER,WALKIN,33.7991134,-118.2032039,Alive on Intake,FALSE,1,"{'lon': -118.2032039, 'lat': 33.7991134}"
A603951,,CAT,BLACK,WHITE,Male,2013-02-19,2018-02-19,NORMAL,STRAY,OTC,,2018-02-22,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A677656,,BIRD,YELLOW,,Unknown,,2022-06-14,NORMAL,STRAY,FIELD,,2022-06-17,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,WARDSMTN,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A677657,,BIRD,YELLOW,,Unknown,,2022-06-14,ILL MODERATETE,STRAY,FIELD,,2022-06-14,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,LBAH,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A603950,,CAT,GRAY,,Male,2013-02-19,2018-02-19,NORMAL,STRAY,OTC,,2018-02-22,"2300 BLK SANTA FE AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.7989387,-118.2153729,Alive on Intake,FALSE,1,"{'lon': -118.2153729, 'lat': 33.7989387}"
A723812,*HUNCHY,CAT,BLACK,,Spayed,2024-05-23,2024-07-03,NORMAL,STRAY,OTC,,2024-09-25,2300 BLK SEABRIGHT AVE LONG BEACH CA 90810,LONG BEACH,RESCUE,LITTLELION,33.7990858,-118.2174036,Alive on Intake,FALSE,1,"{'lon': -118.2174036, 'lat': 33.7990858}"
A723809,*BRUNCHY,CAT,GRAY TABBY,WHITE,Neutered,2024-05-23,2024-07-03,UNDER AGE/WEIGHT,STRAY,OTC,,2024-08-28,2300 BLK SEABRIGHT AVE LONG BEACH CA 90810,LONG BEACH,ADOPTION,WEB,33.7990858,-118.2174036,Alive on Intake,FALSE,1,"{'lon': -118.2174036, 'lat': 33.7990858}"
A723811,*MUNCHY,CAT,CRM TABBY,,Neutered,2024-05-23,2024-07-03,UNDER AGE/WEIGHT,STRAY,OTC,,2024-08-07,2300 BLK SEABRIGHT AVE LONG BEACH CA 90810,LONG BEACH,ADOPTION,WEB,33.7990858,-118.2174036,Alive on Intake,FALSE,1,"{'lon': -118.2174036, 'lat': 33.7990858}"
A646648,,CAT,BLACK,,Female,2020-07-03,2020-08-01,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-08-13,"2300 BLK SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,LITTLEPAWS,33.79907439999999,-118.2174145,Alive on Intake,FALSE,1,"{'lon': -118.2174145, 'lat': 33.79907439999999}"
A632842,*COTTON CANDY,CAT,TORTIE DIL,,Female,2019-06-01,2019-08-31,FRACTIOUS,STRAY,OTC,,2019-09-13,"2300 BLK SNOWDEN AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.7991951,-118.1122907,Alive on Intake,TRUE,0,"{'lon': -118.1122907, 'lat': 33.7991951}"
A632844,*MR GOODBAR,CAT,BLACK,,Male,2019-06-01,2019-08-31,FRACTIOUS,STRAY,OTC,,2019-11-30,"2300 BLK SNOWDEN AVE, LONG BEACH, CA 90815",LONG BEACH,RESCUE,CATPAWS,33.7991951,-118.1122907,Alive on Intake,FALSE,1,"{'lon': -118.1122907, 'lat': 33.7991951}"
A698498,SERENDIPITY,DOG,BROWN,BLACK,Female,2022-05-10,2023-05-10,NORMAL,STRAY,OTC,,2023-05-14,2300 BLK SOUTH ST CER 90703,CERRITOS,ADOPTION,,33.8724552,-118.0595907,Alive on Intake,FALSE,1,"{'lon': -118.0595907, 'lat': 33.8724552}"
A698431,*ROCKET,CAT,BLACK,,Spayed,2023-04-07,2023-05-07,NORMAL,STRAY,OTC,,2023-08-30,2300 BLK SPAULDING ST LB 90804,LONG BEACH,ADOPTION,WEB,33.7851458,-118.1642912,Alive on Intake,FALSE,1,"{'lon': -118.1642912, 'lat': 33.7851458}"
A721562,,BIRD,BROWN,,Unknown,2024-03-25,2024-05-25,INJURED  MODERATE,WILDLIFE,FIELD,,2024-05-25,2300 BLK STEARNLEE AVE,LONG BEACH,RETURN TO WILD HABITAT,,33.7987351,-118.1279719,Alive on Intake,FALSE,1,"{'lon': -118.1279719, 'lat': 33.7987351}"
A717030,,CAT,ORANGE,WHITE,Male,2024-03-11,2024-03-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-03-13,2300 BLK W 16TH STREET LONG BEACH CA 90813,LONG BEACH,RESCUE,LITTLELION,33.7869689,-118.2223611,Alive on Intake,FALSE,1,"{'lon': -118.2223611, 'lat': 33.7869689}"
A610820,,CAT,BRN TABBY,,Unknown,2018-07-06,2018-07-09,UNDER AGE/WEIGHT,STRAY,FIELD,,2018-07-09,"2300 BLK W GAYLORD ST, LONG BEACH, CA 90813",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7863559,-118.2226408,Alive on Intake,TRUE,0,"{'lon': -118.2226408, 'lat': 33.7863559}"
A668118,PRECIOUS,DOG,CREAM,,Female,2016-12-15,2021-12-15,NORMAL,CONFISCATE,POLICE,,2021-12-17,"2300 BLK W PACIFIC COAST HWY, LONG BEACH, CA 90813",LONG BEACH,RETURN TO OWNER,WALKIN,33.7898124,-118.2231385,Alive on Intake,FALSE,1,"{'lon': -118.2231385, 'lat': 33.7898124}"
A614165,HARLEY,DOG,GRAY,,Neutered,2011-04-18,2024-10-16,AGED,STRAY,OTC,,2024-10-16,2300 BLK W WARDLOW ROAD LONG BEACH CA 90804,LONG BEACH,RETURN TO OWNER,FRE RID HM,33.8239547,-118.2224954,Alive on Intake,FALSE,1,"{'lon': -118.2224954, 'lat': 33.8239547}"
A728088,*CATALINA,DOG,WHITE,,Spayed,2023-09-04,2024-09-04,NORMAL,STRAY,OTC,,2024-09-11,2300 BLK WALNUT AVE SIGNAL HILL CA 90755,SIGNAL HILL,ADOPTION,WALKIN,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
A630903,*AIDEN,DOG,BROWN,TAN,Neutered,2015-07-29,2019-07-29,BEHAVIOR  MILD,STRAY,FIELD,,2019-10-30,"2300 BLK WALNUT AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WALKIN,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
A657030,,WILD,BLACK,GRAY,Unknown,,2021-05-04,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2021-05-04,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,OTHER RESC,33.7990824,-118.2195435,Alive on Intake,FALSE,1,"{'lon': -118.2195435, 'lat': 33.7990824}"
A605110,,CAT,BLACK,,Female,2018-02-06,2018-03-21,UNDER AGE/WEIGHT,STRAY,ABAN FIELD,,2018-03-24,"2300 BLK WEBSTER AVE, LONG BEACH, CA 90810",LONG BEACH,RESCUE,FNDANIFOUN,33.7990824,-118.2195435,Alive on Intake,FALSE,1,"{'lon': -118.2195435, 'lat': 33.7990824}"
A712459,*MANHATTAN,DOG,CREAM,,Neutered,2023-03-01,2023-12-29,NORMAL,STRAY,OTC,,2024-02-17,"2300 BLOCK ATLANTIC AVE, LONG BEACH CA",LONG BEACH,ADOPTION,,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A697472,*TALIA,CAT,BLACK,,Female,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A697471,*THEA,CAT,BLACK,,Female,2023-03-20,2023-04-26,UNDER AGE/WEIGHT,STRAY,OTC,,2023-04-26,"2300 BLOCK ATLANTIC(ALLEY), LONG BEACH CA",LONG BEACH,TRANSFER,SPCALA,33.7990773,-118.1848321,Alive on Intake,FALSE,1,"{'lon': -118.1848321, 'lat': 33.7990773}"
A718618,KYLIAN (FORMERLY MEG),CAT,BLACK,,Spayed,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A718623,ALEX,CAT,SEAL PT,,Spayed,2024-03-13,2024-04-13,UNDER AGE/WEIGHT,STRAY,OTC,,2024-04-13,"2300 BLOCK ELM AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.799097,-118.1880416,Alive on Intake,FALSE,1,"{'lon': -118.1880416, 'lat': 33.799097}"
A722358,*ADAM,CAT,BRN TABBY,,Neutered,2024-03-06,2024-06-06,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,2024-06-21,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7989463,-118.1839301,Alive on Intake,FALSE,1,"{'lon': -118.1839301, 'lat': 33.7989463}"
A722361,*SIDNEY,CAT,BRN TABBY,,Male,2024-04-27,2024-06-06,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,2024-06-15,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7989463,-118.1839301,Alive on Intake,FALSE,1,"{'lon': -118.1839301, 'lat': 33.7989463}"
A722359,*ADI,CAT,BRN TABBY,,Spayed,2024-03-06,2024-06-06,UNDER AGE/WEIGHT,STRAY,ABAN SHLTR,,2024-06-21,"2300 BLOCK LIME AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7989463,-118.1839301,Alive on Intake,FALSE,1,"{'lon': -118.1839301, 'lat': 33.7989463}"
A720471,*MAGUIRE,DOG,WHITE,BR BRINDLE,Neutered,2022-05-09,2024-05-09,NORMAL,STRAY,OTC,,2024-07-31,"2300 BLOCK LINDEN AVE, LONG BEACH CA",LONG BEACH,ADOPTION,WEB,33.7990817,-118.1858097,Alive on Intake,FALSE,1,"{'lon': -118.1858097, 'lat': 33.7990817}"
A738412,*NUTTER BUTTER,CAT,BRN TABBY,WHITE,Neutered,,2025-04-03,NORMAL,OWNER SURRENDER,OTC,OWNER PROB,2025-04-25,"2300 BLOCK MAINE AVE, LONG BEACH CA",LONG BEACH,TRANSPORT,OTHER RESC,33.7989196,-118.1999226,Alive on Intake,FALSE,1,"{'lon': -118.1999226, 'lat': 33.7989196}"
A710072,*TIRAMISU CAKE,CAT,BLACK,WHITE,Spayed,2023-09-23,2023-11-08,UNDER AGE/WEIGHT,STRAY,OTC,,2023-12-20,"2300 BLOCK MLK JR, LONG BEACH CA",LONG BEACH,ADOPTION,PFE/PAWSHP,33.799059,-118.1804684,Alive on Intake,FALSE,1,"{'lon': -118.1804684, 'lat': 33.799059}"
A728179,,CAT,BRN TABBY,WHITE,Male,2024-09-04,2024-09-05,UNDER AGE/WEIGHT,STRAY,OTC,,2024-11-06,"2300 BLOCK W GAYLORD ST, LONG BEACH CA",LONG BEACH,RESCUE,LITTLELION,33.7863599,-118.2226426,Alive on Intake,FALSE,1,"{'lon': -118.2226426, 'lat': 33.7863599}"
A731839,*COSWORTH,DOG,TAN,WHITE,Male,2017-11-03,2024-11-03,INJURED  MILD,STRAY,OTC,,2024-11-07,"2300 BLOCK WEBSTER AVE, LONG BEACH CA",LONG BEACH,RESCUE,SPARKYGANG,33.7990927,-118.2195672,Alive on Intake,FALSE,1,"{'lon': -118.2195672, 'lat': 33.7990927}"
A728692,,CAT,GRAY,,Spayed,2023-09-16,2024-09-16,ILL MILD,STRAY,OTC,,2024-09-21,2300 CHESTNUT AVE BLOCK LONG BEACH CA 90806,LONG BEACH,COMMUNITY CAT,COMMCAT,33.7989462,-118.1959058,Alive on Intake,FALSE,1,"{'lon': -118.1959058, 'lat': 33.7989462}"
A666084,,BIRD,BROWN,WHITE,Unknown,2020-11-02,2021-11-02,INJURED  SEVERE,WILDLIFE,FIELD,,2021-11-02,"2300 CHESTNUT AVE, LONG BEACH, CA 90806",LONG BEACH,TRANSFER,LBAH,33.7989357,-118.1958891,Alive on Intake,FALSE,1,"{'lon': -118.1958891, 'lat': 33.7989357}"
A651807,*PENELOPE,CAT,CALICO,,Female,2020-06-29,2020-11-22,FRACTIOUS,STRAY,FIELD,,2020-11-30,"2300 E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,TRANSPORT,OTHER SHEL,33.7858395,-118.1644052,Alive on Intake,FALSE,1,"{'lon': -118.1644052, 'lat': 33.7858395}"
A665378,*SUPERMAN,CAT,BLACK,WHITE,Male,2021-09-28,2021-10-17,UNDER AGE/WEIGHT,STRAY,OTC,,2021-11-24,"2300 E 15TH ST, LONG BEACH, CA 90804",LONG BEACH,RESCUE,LITTLELION,33.7858395,-118.1644052,Alive on Intake,FALSE,1,"{'lon': -118.1644052, 'lat': 33.7858395}"
A677157,,CAT,GRAY,WHITE,Male,2021-12-10,2022-06-10,INJURED  SEVERE,STRAY,FIELD,,2022-06-10,"2300 EASY AVE, LONG BEACH, CA 90810",LONG BEACH,EUTHANASIA,INJ SEVERE,33.7989612,-118.2100175,Alive on Intake,TRUE,0,"{'lon': -118.2100175, 'lat': 33.7989612}"
A614178,CECE,DOG,BROWN,BLACK,Spayed,2018-02-06,2018-09-06,NORMAL,OWNER SURRENDER,FIELD,OWNER PROB,2018-09-07,"2300 LEMON AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7989363,-118.178497,Alive on Intake,FALSE,1,"{'lon': -118.178497, 'lat': 33.7989363}"
A731052,*GINGER,DOG,BROWN,BLACK,Spayed,2021-10-23,2024-10-23,NORMAL,STRAY,OTC,,2025-04-12,"2300 LEWIS AVE, SIGNAL HILL, CA 90755",SIGNAL HILL,ADOPTION,WEB,33.7992932,-118.1794086,Alive on Intake,FALSE,1,"{'lon': -118.1794086, 'lat': 33.7992932}"
A565281,VERDE,DOG,RED MERLE,,Neutered,2010-02-02,2020-01-18,NORMAL,OWNER SURRENDER,OTC,CHILD PROB,2020-01-25,"2300 LINDEN AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7989861,-118.1852385,Alive on Intake,FALSE,1,"{'lon': -118.1852385, 'lat': 33.7989861}"
A604468,,CAT,ORG TABBY,,Male,2017-03-04,2018-03-04,NORMAL,STRAY,FIELD,,2018-03-07,"2300 SAINT JOSEPH AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,SPCALA,33.7997135,-118.1368084,Alive on Intake,FALSE,1,"{'lon': -118.1368084, 'lat': 33.7997135}"
A626495,,BIRD,BLACK,,Unknown,,2019-05-16,INJURED  MODERATE,WILDLIFE,FIELD,,2019-05-16,"2300 SAN ANSELINE AVE, LONG BEACH, CA 90815",LONG BEACH,TRANSFER,LBAH,33.7992071,-118.121023,Alive on Intake,FALSE,1,"{'lon': -118.121023, 'lat': 33.7992071}"
A616692,*ERNIE,DOG,YELLOW,,Neutered,2016-10-26,2018-10-26,ILL MILD,STRAY,FIELD,,2018-11-07,"2300 SAN FRANCISCO AVE, LONG BEACH, CA 90806",LONG BEACH,ADOPTION,WALKIN,33.7991134,-118.2032039,Alive on Intake,FALSE,1,"{'lon': -118.2032039, 'lat': 33.7991134}"
A606320,,OTHER,BROWN,,Male,2013-04-16,2018-04-16,ILL SEVERE,WILDLIFE,FIELD,,2018-04-16,"2300 SAN VICENTE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,ILL SEVERE,33.799483,-118.1168169,Alive on Intake,TRUE,0,"{'lon': -118.1168169, 'lat': 33.799483}"
A648909,,CAT,CALICO,,Unknown,2020-09-12,2020-09-14,UNDER AGE/WEIGHT,STRAY,FIELD,,2020-09-19,"2300 SEABRIGHT AVE, LONG BEACH, CA 90810",LONG BEACH,TRANSFER,SPCALA,33.79907439999999,-118.2174145,Alive on Intake,FALSE,1,"{'lon': -118.2174145, 'lat': 33.79907439999999}"
A611408,,OTHER,GRAY,BLACK,Unknown,2018-07-18,2018-07-21,UNDER AGE/WEIGHT,WILDLIFE,FIELD,,2018-07-21,"2300 TULANE AVE, LONG BEACH, CA 90815",LONG BEACH,EUTHANASIA,UNDRAGE/WT,33.7984803,-118.1288405,Alive on Intake,TRUE,0,"{'lon': -118.1288405, 'lat': 33.7984803}"
A436998,SADI,DOG,SABLE,,Spayed,2009-08-28,2017-04-02,BEHAVIOR  MODERATE,STRAY,FIELD,,2017-04-05,"2300 W LINCOLN ST, LONG BEACH, CA 90810",LONG BEACH,RETURN TO OWNER,WEB,33.8227264,-118.222311,Alive on Intake,FALSE,1,"{'lon': -118.222311, 'lat': 33.8227264}"
A585896,*SALLY,DOG,WHITE,,Female,2013-02-17,2017-02-17,NORMAL,STRAY,OTC,,2017-03-03,"2300 WALNUT ST, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
A585895,,DOG,TAN,,Female,2014-02-17,2017-02-17,NORMAL,STRAY,OTC,,2017-02-23,"2300 WALNUT ST, SIGNAL HILL, CA 90755",SIGNAL HILL,TRANSFER,SPCALA,33.7990963,-118.1717795,Alive on Intake,FALSE,1,"{'lon': -118.1717795, 'lat': 33.7990963}"
